Sl No,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
274,Manipur,2008,2364,1193,1171,50465.31303,49534.68697,6698,283333.3333,82,3468.697124,114,4822.335025,996,42131.9797,446,18866.32826,152,6429.780034,4,169.2047377,322,13620.98139,6,253.8071066,48,2030.456853,56,2368.866328,8,338.4094755,0,0,2,84.60236887,2,84.60236887,602,25465.31303,0,0,0,0,352,14890.01692,178,7529.610829,174,7360.406091,374,15820.64298,76,3214.890017,446,18866.32826,424,17935.7022,76,3214.890017,96,4060.913706,14,592.2165821,892,37732.65651,2076,87817.25888
275,Meghalaya,2008,2530,1280,1250,50592.88538,49407.11462,4636,183241.1067,56,2213.438735,108,4268.774704,110,4347.826087,274,10830.03953,336,13280.63241,128,5059.288538,208,8221.343874,20,790.513834,64,2529.644269,64,2529.644269,12,474.3083004,0,0,126,4980.237154,4,158.1027668,408,16126.48221,0,0,8,316.2055336,112,4426.87747,62,2450.592885,50,1976.284585,252,9960.474308,176,6956.521739,1064,42055.33597,0,0,176,6956.521739,16,632.4110672,130,5138.339921,1338,52885.37549,960,37944.66403
276,Mizoram,2008,970,500,470,51546.39175,48453.60825,3978,410103.0928,36,3711.340206,156,16082.47423,20,2061.85567,54,5567.010309,676,69690.72165,106,10927.83505,114,11752.57732,30,3092.783505,68,7010.309278,10,1030.927835,12,1237.113402,0,0,8,824.742268,0,0,236,24329.89691,0,0,0,0,18,1855.670103,16,1649.484536,2,206.185567,70,7216.494845,154,15876.28866,1440,148453.6082,0,0,154,15876.28866,2,206.185567,12,1237.113402,1494,154020.6186,756,77938.14433
277,Nagaland,2008,2171,1140,1031,52510.36389,47489.63611,2404,110732.3814,28,1289.728236,30,1381.851681,94,4329.801935,364,16766.46707,254,11699.67757,88,4053.431598,62,2855.826808,8,368.4937817,32,1473.975127,8,368.4937817,26,1197.60479,0,0,12,552.7406725,0,0,92,4237.678489,0,0,2,92.12344542,88,4053.431598,74,3408.56748,14,644.8641179,286,13173.65269,38,1750.345463,326,15016.1216,0,0,38,1750.345463,8,368.4937817,174,8014.739751,690,31782.58867,384,17687.70152
278,Odisha,2008,39655,20068,19586,50606.4809,49390.99735,113510,286243.8532,1738,4382.801664,5564,14031.01753,2830,7136.552768,3950,9960.912874,6200,15634.85059,7070,17828.77317,2488,6274.114235,52,131.1310049,684,1724.877065,3236,8160.383306,168,423.6540159,0,0,610,1538.267558,802,2022.443576,14026,35370.06683,0,0,564,1422.267053,1816,4579.498172,292,736.3510276,1524,3843.147144,2500,6304.375236,2226,5613.415711,10888,27456.81503,134,337.9145127,2226,5613.415711,5442,13723.36401,2690,6783.507754,14838,37417.7279,37832,95402.84958
279,Puducherry,2008,1204,613,590,50913.62126,49003.32226,9978,828737.5415,18,1495.016611,130,10797.34219,70,5813.953488,886,73588.03987,180,14950.16611,414,34385.38206,106,8803.986711,4,332.2259136,26,2159.468439,24,1993.355482,6,498.3388704,0,0,20,1661.129568,4,332.2259136,1746,145016.6113,0,0,42,3488.372093,34,2823.920266,16,1328.903654,18,1495.016611,70,5813.953488,16,1328.903654,490,40697.67442,6,498.3388704,16,1328.903654,330,27408.63787,20,1661.129568,1376,114285.7143,5336,443189.3688
280,Punjab,2008,26722,14335,12386,53644.93676,46351.32101,70628,264306.5639,150,561.3352294,776,2903.974253,1912,7155.153057,4364,16331.11294,5242,19616.79515,5690,21293.31637,6384,23890.42736,156,583.7886386,472,1766.334855,1968,7364.71821,292,1092.73258,0,0,80,299.378789,256,958.0121248,11194,41890.57705,0,0,98,366.7390165,1436,5373.849263,408,1526.831824,1028,3847.017439,1538,5755.557219,1034,3869.470848,6762,25304.99214,244,913.1053065,1034,3869.470848,2,7.484469725,334,1249.906444,11126,41636.10508,20244,75757.80256
281,Rajasthan,2008,64534,33656,30877,52152.3538,47846.09663,302348,468509.6228,1230,1905.972046,5040,7809.836675,3298,5110.484396,19714,30548.23814,9472,14677.53432,14644,22691.91434,24194,37490.31518,102,158.0562184,1474,2284.067313,16226,25143.3353,108,167.353643,0,0,128,198.3450584,878,1360.523135,42234,65444.57185,0,0,38,58.88368922,4716,7307.775746,990,1534.075061,3726,5773.700685,2594,4019.586575,2710,4199.336784,21108,32708.33979,154,238.6338984,2710,4199.336784,2780,4307.806738,1658,2569.188335,40822,63256.57793,127848,198109.5237
282,Sikkim,2008,591,314,276,53130.28765,46700.50761,1460,247038.9171,46,7783.417936,38,6429.780034,14,2368.866328,18,3045.685279,162,27411.16751,80,13536.37902,92,15566.83587,0,0,12,2030.456853,10,1692.047377,6,1015.228426,0,0,2,338.4094755,0,0,200,33840.94755,0,0,0,0,8,1353.637902,0,0,8,1353.637902,18,3045.685279,40,6768.189509,236,39932.3181,0,0,40,6768.189509,34,5752.961083,14,2368.866328,254,42978.00338,430,72758.03723
283,Tamil Nadu,2008,66106,33203,32903,50226.9083,49773.0917,353666,534998.336,1220,1845.52083,3410,5158.381993,4654,7040.208151,7444,11260.70251,7698,11644.93389,24656,37297.67343,4698,7106.767918,1198,1812.240946,462,698.8775603,3296,4985.931685,56,84.71243155,0,0,200,302.5443984,414,626.2669047,41058,62109.33955,0,0,1948,2946.78244,2750,4159.985478,430,650.4704565,2320,3509.515021,3518,5321.755968,1146,1733.579403,22594,34178.44069,132,199.6793029,1146,1733.579403,5622,8504.523039,1324,2002.843917,30038,45439.14319,214168,323976.6436
284,Tripura,2008,3491,1788,1703,51217.41621,48782.58379,10672,305700.3724,94,2692.638213,692,19822.40046,106,3036.379261,86,2463.477514,436,12489.25809,390,11171.58407,184,5270.696076,46,1317.674019,84,2406.187339,1470,42108.27843,4,114.5803495,0,0,26,744.7722716,32,916.6427958,1848,52936.12146,0,0,8,229.1606989,292,8364.365511,72,2062.44629,220,6301.919221,310,8879.977084,408,11687.19565,912,26124.31968,6,171.8705242,408,11687.19565,394,11286.16442,190,5442.5666,998,28587.79719,2654,76024.06187
285,Uttar Pradesh,2008,190254,100264,89989,52700.07464,47299.39975,337992,177653.0323,456,239.6795862,5910,3106.373585,8466,4449.840739,24128,12681.99355,10836,5695.543852,20204,10619.48763,18654,9804.787284,840,441.5150273,8592,4516.067993,16624,8737.792635,2986,1569.480799,0,0,626,329.0338179,4474,2351.593133,23366,12281.47634,0,0,6748,3546.837386,10856,5706.056114,1978,1039.662767,8878,4666.393348,9128,4797.79663,3742,1966.844324,27764,14593.12288,152,79.89319541,3742,1966.844324,8762,4605.422225,4194,2204.421458,51892,27275.11642,120484,63327.97208
286,Uttarakhand,2008,9511,4849,4662,50983.07223,49016.92777,17712,186226.4746,30,315.4242456,240,2523.393965,434,4563.13742,1452,15266.53349,846,8894.963726,1180,12406.68699,926,9736.095048,62,651.8767743,342,3595.8364,680,7149.616234,80,841.1313216,0,0,32,336.4525287,146,1535.064662,1874,19703.50121,0,0,612,6434.65461,494,5193.985911,50,525.707076,444,4668.278835,446,4689.307118,174,1829.460625,1792,18841.3416,4,42.05656608,174,1829.460625,1018,10703.39607,288,3028.072758,3244,34107.87509,4560,47944.48533
287,West Bengal,2008,86995,44820,42174,51520.20231,48478.6482,210838,242356.4573,300,344.847405,4792,5508.36255,3464,3981.838037,5186,5961.262142,924,1062.130007,7578,8710.845451,5876,6754.411173,296,340.2494396,1752,2013.908845,27326,31411.00063,976,1121.903558,0,0,368,423.0128168,902,1036.841198,18066,20766.71073,10,11.4949135,188,216.1043738,4664,5361.227657,850,977.0676476,3814,4384.160009,3622,4163.45767,4526,5202.59785,29482,33889.30398,2110,2425.426749,4526,5202.59785,10850,12471.98115,1226,1409.276395,34668,39850.56612,76354,87768.26254
288,A&N Islands,2009,465,250,215,53763.44086,46236.55914,1882,404731.1828,24,5161.290323,60,12903.22581,8,1720.430108,20,4301.075269,172,36989.24731,4,860.2150538,40,8602.150538,4,860.2150538,14,3010.752688,42,9032.258065,8,1720.430108,0,0,0,0,2,430.1075269,178,38279.56989,0,0,14,3010.752688,32,6881.72043,4,860.2150538,28,6021.505376,30,6451.612903,36,7741.935484,248,53333.33333,0,0,36,7741.935484,22,4731.182796,22,4731.182796,268,57634.4086,902,193978.4946
289,Andhra Pradesh,2009,83178,41862,41316,50328.21179,49671.78821,360882,433867.1283,2078,2498.256751,10294,12375.86862,3718,4469.931953,15608,18764.57717,15544,18687.63375,26876,32311.4285,17056,20505.42211,922,1108.466181,1808,2173.651687,22594,27163.43264,268,322.2005819,0,0,204,245.2571593,1092,1312.847147,88976,106970.5932,0,0,7040,8463.776479,3916,4707.975667,864,1038.736204,3052,3669.239462,4898,5888.576306,2376,2856.524562,33776,40606.89125,54,64.92101277,2376,2856.524562,4522,5436.533699,1088,1308.038183,49384,59371.46842,96174,115624.3237
290,Arunachal Pradesh,2009,1212,639,573,52722.77228,47277.22772,4724,389768.9769,56,4620.462046,116,9570.957096,66,5445.544554,218,17986.79868,402,33168.31683,220,18151.81518,58,4785.478548,16,1320.132013,76,6270.627063,26,2145.214521,10,825.0825083,0,0,40,3300.330033,0,0,1052,86798.67987,0,0,12,990.0990099,124,10231.0231,68,5610.561056,56,4620.462046,118,9735.973597,118,9735.973597,544,44884.48845,0,0,118,9735.973597,104,8580.858086,110,9075.907591,762,62871.28713,1238,102145.2145
291,Assam,2009,29814,15327,14486,51408.73415,48587.91172,110626,371053.8673,952,3193.130744,2684,9002.482055,834,2797.34353,3426,11491.24572,6298,21124.30402,5470,18347.08526,2196,7365.667136,168,563.4936607,1604,5380.022808,8796,29502.91809,70,234.7890253,0,0,502,1683.772724,340,1140.403837,13094,43918.96424,2,6.708257865,20,67.08257865,5436,18233.04488,1252,4199.369424,4184,14033.67545,2646,8875.025156,3262,10941.16858,11862,39786.6774,42,140.8734152,3262,10941.16858,3616,12128.53022,1360,4561.615348,15288,51277.92312,35946,120567.5186
292,Bihar,2009,95026,49303,45724,51883.69499,48117.35735,245862,258731.2946,1370,1441.71069,1452,1528.002862,6136,6457.18014,7348,7732.620546,7132,7505.314335,9032,9504.767116,5352,5632.142782,138,145.2234125,2372,2496.158946,5064,5329.067834,486,511.4389746,0,0,1308,1376.465388,2590,2725.569844,29492,31035.71654,62,65.24530129,24,25.25624566,6444,6781.301959,2472,2601.393303,3972,4179.908657,6304,6633.97386,1858,1955.254351,23094,24302.82239,128,134.6999768,1858,1955.254351,17108,18003.49378,3238,3407.488477,30442,32035.44293,108330,114000.3788
293,Chandigarh,2009,1297,747,550,57594.44873,42405.55127,7110,548188.1264,8,616.8080185,52,4009.25212,36,2775.636083,2234,172243.6392,482,37162.68311,14,1079.414032,386,29760.98689,8,616.8080185,76,5859.676176,102,7864.302236,16,1233.616037,0,0,8,616.8080185,4,308.4040093,126,9714.726291,0,0,4,308.4040093,80,6168.080185,8,616.8080185,72,5551.272167,44,3392.444102,58,4471.858134,1228,94680.03084,6,462.6060139,58,4471.858134,132,10177.33231,54,4163.454125,3462,266923.67,1952,150501.1565
294,Chhattisgarh,2009,23600,11848,11753,50203.38983,49800.84746,102740,435338.9831,670,2838.983051,3196,13542.37288,1464,6203.389831,4362,18483.05085,7950,33686.44068,5470,23177.9661,1364,5779.661017,136,576.2711864,332,1406.779661,1786,7567.79661,38,161.0169492,0,0,268,1135.59322,256,1084.745763,19086,80872.88136,0,0,304,1288.135593,572,2423.728814,114,483.0508475,458,1940.677966,2166,9177.966102,1952,8271.186441,7222,30601.69492,32,135.5932203,1952,8271.186441,1914,8110.169492,1108,4694.915254,11584,49084.74576,41092,174118.6441
295,D&N Haveli,2009,318,179,139,56289.30818,43710.69182,884,277987.4214,10,3144.654088,4,1257.861635,10,3144.654088,42,13207.54717,86,27044.02516,34,10691.8239,40,12578.61635,2,628.9308176,34,10691.8239,6,1886.792453,2,628.9308176,0,0,18,5660.377358,0,0,46,14465.40881,0,0,2,628.9308176,24,7547.169811,6,1886.792453,18,5660.377358,20,6289.308176,8,2515.72327,84,26415.09434,0,0,8,2515.72327,106,33333.33333,4,1257.861635,126,39622.64151,302,94968.55346
296,Daman & Diu,2009,248,157,91,63306.45161,36693.54839,552,222580.6452,6,2419.354839,8,3225.806452,8,3225.806452,54,21774.19355,66,26612.90323,80,32258.06452,8,3225.806452,6,2419.354839,16,6451.612903,6,2419.354839,2,806.4516129,0,0,0,0,0,0,28,11290.32258,0,0,2,806.4516129,0,0,0,0,0,0,10,4032.258065,2,806.4516129,28,11290.32258,0,0,2,806.4516129,58,23387.09677,8,3225.806452,82,33064.51613,156,62903.22581
297,Delhi UT,2009,17437,9639,7798,55279.00442,44720.99558,100502,576372.0824,68,389.9753398,1104,6331.36434,738,4232.379423,26448,151677.4675,3466,19877.27247,1692,9703.504043,4000,22939.72587,94,539.083558,666,3819.464357,2566,14715.83415,168,963.4684866,0,0,72,412.9150657,282,1617.250674,3876,22228.59437,0,0,236,1353.443826,5072,29087.5724,1762,10104.94925,3310,18982.62316,1104,6331.36434,938,5379.365717,17014,97574.12399,138,791.4205425,938,5379.365717,114,653.7821873,1030,5906.979412,43462,249251.5914,29616,169845.7303
298,Goa,2009,1655,864,791,52205.43807,47794.56193,6010,363141.994,48,2900.302115,74,4471.299094,48,2900.302115,672,40604.22961,588,35528.70091,440,26586.10272,264,15951.66163,54,3262.839879,104,6283.987915,42,2537.76435,22,1329.305136,0,0,8,483.3836858,6,362.5377644,382,23081.571,0,0,20,1208.459215,66,3987.915408,22,1329.305136,44,2658.610272,106,6404.833837,94,5679.758308,1044,63081.571,0,0,94,5679.758308,100,6042.296073,60,3625.377644,1716,103685.8006,1768,106827.7946
299,Gujarat,2009,57434,30121,27313,52444.54504,47555.45496,230366,401096.9112,480,835.741895,1454,2531.60149,936,1629.696695,22260,38757.53038,8976,15628.37344,10356,18031.13139,2028,3531.009507,476,828.7773793,2512,4373.715917,11012,19173.31198,60,104.4677369,0,0,492,856.6354424,48,83.5741895,18912,32928.23066,0,0,228,396.9774001,2696,4694.083644,372,647.6999687,2324,4046.383675,2040,3551.903054,866,1507.817669,17078,29735.00017,22,38.30483686,866,1507.817669,3078,5359.194902,2840,4944.806212,39338,68492.53056,121516,211575.0252
300,Haryana,2009,24597,13284,11313,54006.58617,45993.41383,112458,457202.0978,306,1244.054153,902,3667.113876,1380,5610.440298,16898,68699.43489,8154,33150.38419,3098,12595.03191,2812,11432.28849,70,284.5875513,1654,6724.397284,5234,21279.01777,156,634.2236858,0,0,306,1244.054153,562,2284.831484,7954,32337.2769,0,0,1210,4919.299102,1832,7448.062772,514,2089.685734,1318,5358.377038,1896,7708.257105,1206,4903.036956,8936,36329.6337,594,2414.92865,1206,4903.036956,2332,9480.830996,1358,5520.998496,25834,105029.0686,43608,177289.9134
301,Himachal Pradesh,2009,6662,3400,3262,51035.72501,48964.27499,26630,399729.8109,248,3722.605824,636,9546.682678,146,2191.534074,654,9816.87181,1568,23536.47553,1232,18492.94506,528,7925.547884,4,60.04202942,234,3512.458721,568,8525.968178,26,390.2731912,0,0,8,120.0840588,2,30.02101471,2460,36925.84809,0,0,74,1110.777544,300,4503.152207,56,840.5884119,244,3662.563795,250,3752.626839,366,5493.845692,992,14890.4233,0,0,366,5493.845692,1182,17742.41969,42,630.4413089,1646,24707.29511,15110,226808.7661
302,India,2009,1160813,600816,559997,51758.20739,48241.79261,4242690,365492.9778,17472,1505.151993,77422,6669.63585,58076,5003.045279,280054,24125.67743,184140,15863.02014,197064,16976.37776,145436,12528.80524,5870,505.6800708,32652,2812.856162,179092,15428.15251,7860,677.111645,4,0.344586079,9172,790.1358789,16766,1444.33255,558428,48106.62872,96,8.270065893,22018,1896.774071,67720,5833.842316,16238,1398.847187,51482,4434.995128,64738,5576.953394,42790,3686.209579,368336,31730.86449,5700,491.0351624,42794,3686.554165,125884,10844.46849,44818,3860.914721,648390,55856.54192,1731082,149126.6897
303,Jammu & Kashmir,2009,11414,5990,5424,52479.41125,47520.58875,43950,385053.4431,434,3802.347994,1944,17031.71544,1094,9584.720519,1752,15349.5707,3132,27439.98598,1034,9059.050289,950,8323.111968,74,648.3266164,264,2312.94901,392,3434.378833,46,403.0138426,0,0,2,17.52234098,24,210.2680918,662,5799.894866,0,0,742,6500.788505,1746,15297.00368,96,841.0723673,1650,14455.93131,474,4152.794813,474,4152.794813,3510,30751.70843,0,0,474,4152.794813,2944,25792.88593,138,1209.041528,5262,46101.27913,22118,193779.569
304,Jharkhand,2009,30611,15759,14852,51481.49358,48518.50642,74872,244591.8134,406,1326.320604,552,1803.273333,2548,8323.805168,5980,19535.46111,2784,9094.769854,3356,10963.37918,1820,5945.57512,30,98.0039855,946,3090.392343,1420,4638.855313,208,679.4942994,0,0,824,2691.842802,590,1927.411715,8264,26996.8312,12,39.2015942,166,542.2887197,1654,5403.2864,620,2025.4157,1034,3377.8707,3272,10688.96802,1438,4697.657705,9452,30877.78903,106,346.2807488,1438,4697.657705,4624,15105.68096,1560,5096.207246,15432,50413.25014,22860,74679.03695
305,Karnataka,2009,58181,29525,28656,50746.80738,49253.19262,268084,460775.8547,586,1007.201664,4372,7514.480672,3214,5524.140183,22186,38132.72374,13258,22787.50795,834,1433.457658,10158,17459.30802,342,587.8207662,922,1584.709785,6370,10948.59146,158,271.5663189,0,0,546,938.450697,528,907.5127619,40210,69111.90939,4,6.875096681,128,220.0030938,1784,3066.29312,968,1663.773397,816,1402.519723,3404,5850.707276,1018,1749.712105,18966,32598.27091,692,1189.391726,1018,1749.712105,12538,21549.99055,3650,6273.525721,41152,70730.99465,122216,210061.704
306,Kerala,2009,34063,16601,17462,48736.16534,51263.83466,236738,695000.4404,1006,2953.351143,5080,14913.54255,816,2395.561166,4058,11913.21962,7108,20867.21663,82,240.7304113,6788,19927.78088,132,387.5172475,708,2078.5016,8014,23526.9941,200,587.1473446,0,0,224,657.605026,40,117.4294689,36548,107295.3058,0,0,790,2319.232011,512,1503.097202,166,487.332296,346,1015.764906,686,2013.915392,1136,3334.996917,7070,20755.65863,532,1561.811937,1136,3334.996917,16172,47476.73429,1660,4873.32296,11128,32668.87825,137376,403299.7681
307,Lakshadweep,2009,75,37,37,49333.33333,49333.33333,268,357333.3333,4,5333.333333,0,0,2,2666.666667,10,13333.33333,2,2666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8000,0,0,28,37333.33333,0,0,0,0,0,0,0,0,0,0,0,0,2,2666.666667,10,13333.33333,0,0,2,2666.666667,88,117333.3333,0,0,20,26666.66667,116,154666.6667
308,Madhya Pradesh,2009,69897,36461,33436,52163.89831,47836.10169,415524,594480.4498,1482,2120.262672,12614,18046.55422,4424,6329.313132,21410,30630.7853,21322,30504.88576,13182,18859.17851,3660,5236.276235,54,77.25653462,1150,1645.278052,7966,11396.76953,234,334.7783167,2,2.861353134,234,334.7783167,1716,2455.040989,74264,106247.7646,2,2.861353134,1456,2083.065081,2072,2964.361847,390,557.9638611,1682,2406.397986,4772,6827.188577,5994,8575.475342,25110,35924.2886,312,446.3710889,5996,8578.336695,4818,6892.9997,4540,6495.271614,46520,66555.07389,202734,290046.7831
309,Maharashtra,2009,109553,57171,52382,52185.70007,47814.29993,399196,364386.1875,2210,2017.288436,6392,5834.61886,3760,3432.128741,36266,33103.61195,31682,28919.33585,24918,22745.15531,15952,14560.98875,956,872.6369885,3790,3459.512747,15362,14022.43663,196,178.9088386,0,0,1560,1423.968308,682,622.5297345,56652,51711.95677,0,0,2198,2006.334833,2572,2347.722107,720,657.216142,1852,1690.505965,5306,4843.317846,2966,2707.365385,65594,59874.21613,574,523.9473132,2966,2707.365385,16060,14659.57117,6628,6050.039707,101860,92977.82808,96920,88468.59511
310,Manipur,2009,2393,1207,1186,50438.77977,49561.22023,5704,238361.8888,162,6769.74509,78,3259.506895,956,39949.85374,566,23652.31926,136,5683.242791,0,0,192,8023.401588,2,83.57709987,40,1671.541997,50,2089.427497,4,167.1541997,0,0,2,83.57709987,0,0,448,18721.27037,0,0,4,167.1541997,318,13288.75888,124,5181.780192,194,8106.978688,262,10948.60008,62,2590.890096,222,9277.058086,376,15712.49478,62,2590.890096,96,4011.700794,6,250.7312996,788,32929.37735,1722,71959.88299
311,Meghalaya,2009,2560,1295,1265,50585.9375,49414.0625,4896,191250,108,4218.75,144,5625,78,3046.875,360,14062.5,294,11484.375,144,5625,226,8828.125,18,703.125,52,2031.25,48,1875,24,937.5,0,0,128,5000,0,0,414,16171.875,2,78.125,2,78.125,112,4375,60,2343.75,52,2031.25,256,10000,224,8750,730,28515.625,2,78.125,224,8750,36,1406.25,134,5234.375,1090,42578.125,1360,53125
312,Mizoram,2009,981,506,475,51580.02039,48419.97961,4094,417329.2559,48,4892.966361,122,12436.2895,28,2854.230377,154,15698.26707,762,77675.84098,72,7339.449541,122,12436.2895,18,1834.862385,60,6116.207951,8,815.4943935,16,1630.988787,2,203.8735984,4,407.7471967,0,0,240,24464.8318,0,0,2,203.8735984,18,1834.862385,18,1834.862385,0,0,62,6320.081549,164,16717.63507,1368,139449.5413,0,0,166,16921.50866,2,203.8735984,8,815.4943935,1522,155147.8084,814,82976.55454
313,Nagaland,2009,2197,1153,1044,52480.65544,47519.34456,2118,96404.18753,8,364.1329085,22,1001.365498,70,3186.162949,138,6281.292672,164,7464.724624,68,3095.129722,66,3004.096495,6,273.0996814,12,546.1993628,0,0,14,637.2325899,0,0,16,728.265817,0,0,76,3459.262631,0,0,0,0,104,4733.727811,84,3823.395539,20,910.3322713,92,4187.528448,44,2002.730997,556,25307.23714,0,0,44,2002.730997,8,364.1329085,184,8375.056896,694,31588.52981,470,21392.80838
314,Odisha,2009,40025,20249,19776,50590.8807,49409.1193,111480,278525.9213,826,2063.710181,5394,13476.57714,2462,6151.155528,5042,12597.1268,5874,14675.82761,5958,14885.69644,2274,5681.449094,68,169.8938164,516,1289.194254,4094,10228.60712,96,239.8500937,0,0,760,1898.813242,768,1918.80075,13632,34058.7133,2,4.996876952,420,1049.34416,1860,4647.095565,262,654.5908807,1598,3992.504685,2500,6246.09619,2046,5111.805122,9230,23060.58713,126,314.803248,2046,5111.805122,3436,8584.634603,2976,7435.352904,14272,35657.71393,41120,102735.7901
315,Puducherry,2009,1267,651,615,51381.21547,48539.85793,9182,724704.0253,22,1736.385162,106,8366.219416,50,3946.329913,1004,79242.30466,142,11207.57695,466,36779.79479,94,7419.100237,10,789.2659826,14,1104.972376,20,1578.531965,10,789.2659826,0,0,14,1104.972376,0,0,1802,142225.7301,0,0,32,2525.651144,36,2841.357537,10,789.2659826,26,2052.091555,74,5840.568272,2,157.8531965,418,32991.31807,10,789.2659826,2,157.8531965,282,22257.30071,18,1420.678769,1422,112233.6227,4556,359589.5817
316,Punjab,2009,27048,14523,12525,53693.4339,46306.5661,71090,262829.0447,202,746.8204673,638,2358.769595,2028,7497.781721,5426,20060.63295,5014,18537.41497,6578,24319.72789,6196,22907.42384,126,465.8385093,468,1730.25732,2122,7845.312038,258,953.8598048,0,0,76,280.981958,252,931.6770186,10996,40653.65277,0,0,66,244.0106477,1384,5116.82934,358,1323.572907,1026,3793.256433,1706,6307.305531,1022,3778.467909,5822,21524.69684,192,709.8491571,1022,3778.467909,16,59.15409642,342,1264.418811,11248,41585.32978,20160,74534.16149
